@relation unknow
@attribute x-box integer [0, 15]
@attribute y-box integer [0, 15]
@attribute width integer [0, 15]
@attribute high integer [0, 15]
@attribute onpix integer [0, 15]
@attribute x-bar integer [0, 15]
@attribute y-bar integer [0, 15]
@attribute x2bar integer [0, 15]
@attribute y2bar integer [0, 15]
@attribute xybar integer [0, 15]
@attribute x2ybr integer [0, 15]
@attribute xy2br integer [0, 15]
@attribute x-ege integer [0, 15]
@attribute xegvy integer [0, 15]
@attribute y-ege integer [0, 15]
@attribute yegvx integer [0, 15]
@attribute letter {T, I, D, N, G, S, B, A, J, M, X, O, R, F, C, H, W, L, P, E, V, Y, Q, U, K, Z}
@inputs x-box, y-box, width, high, onpix, x-bar, y-bar, x2bar, y2bar, xybar, x2ybr, xy2br, x-ege, xegvy, y-ege, yegvx
@outputs letter
@data
4, 4, 5, 6, 2, 7, 7, 14, 2, 4, 6, 8, 6, 8, 0, 8, N
1, 0, 2, 1, 1, 7, 8, 4, 0, 7, 8, 8, 5, 10, 0, 8, W
6, 7, 6, 5, 3, 3, 8, 5, 7, 10, 10, 9, 3, 9, 2, 6, U
4, 11, 4, 8, 2, 4, 7, 8, 2, 6, 4, 11, 4, 8, 2, 11, K
3, 7, 4, 5, 4, 8, 7, 4, 8, 7, 7, 8, 2, 8, 6, 10, E
2, 10, 3, 8, 2, 9, 6, 2, 6, 11, 3, 8, 1, 6, 2, 6, J
3, 9, 5, 7, 3, 4, 11, 3, 6, 11, 10, 5, 1, 10, 2, 5, F
3, 2, 5, 3, 3, 7, 7, 6, 6, 7, 6, 8, 3, 8, 3, 8, H
1, 1, 3, 2, 1, 6, 12, 2, 2, 8, 11, 8, 2, 10, 0, 8, V
1, 8, 0, 5, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
4, 10, 6, 8, 3, 6, 11, 3, 4, 7, 12, 9, 2, 10, 1, 9, V
2, 3, 3, 4, 1, 6, 7, 7, 9, 9, 6, 13, 1, 9, 4, 9, C
5, 5, 5, 8, 3, 5, 10, 10, 4, 7, 5, 8, 3, 7, 6, 11, R
4, 6, 5, 4, 2, 7, 11, 3, 3, 8, 11, 8, 3, 10, 3, 8, V
2, 4, 4, 3, 2, 7, 8, 2, 9, 11, 7, 7, 1, 8, 5, 6, Z
2, 1, 2, 2, 1, 7, 11, 1, 6, 7, 10, 8, 1, 10, 1, 8, T
4, 5, 5, 4, 3, 7, 8, 5, 5, 7, 7, 6, 6, 9, 2, 5, N
2, 5, 3, 3, 2, 7, 7, 7, 6, 6, 6, 10, 2, 8, 4, 9, G
2, 3, 2, 2, 1, 7, 6, 6, 5, 6, 6, 9, 2, 9, 4, 9, G
6, 7, 6, 5, 4, 7, 11, 4, 2, 8, 7, 6, 7, 12, 3, 6, W
5, 8, 7, 6, 5, 7, 7, 2, 7, 11, 6, 9, 3, 8, 4, 9, E
4, 7, 5, 5, 3, 6, 7, 6, 8, 7, 6, 11, 1, 9, 4, 9, C
7, 7, 7, 5, 6, 4, 10, 2, 3, 10, 9, 8, 7, 11, 2, 6, W
5, 10, 7, 8, 6, 8, 7, 7, 6, 6, 7, 7, 2, 7, 8, 13, G
3, 8, 5, 6, 3, 12, 2, 3, 2, 10, 2, 9, 2, 6, 2, 8, A
3, 4, 4, 6, 1, 6, 12, 2, 3, 9, 12, 8, 0, 10, 0, 8, Y
4, 8, 6, 6, 5, 8, 9, 4, 6, 10, 5, 5, 2, 8, 6, 9, B
3, 7, 5, 5, 3, 6, 10, 3, 6, 10, 8, 4, 4, 10, 4, 7, P
2, 3, 3, 1, 2, 8, 7, 2, 5, 10, 5, 7, 1, 8, 4, 9, B
7, 13, 6, 7, 3, 9, 2, 2, 5, 8, 1, 8, 3, 7, 5, 10, S
3, 5, 5, 4, 2, 6, 11, 2, 6, 14, 7, 4, 1, 10, 2, 7, F
6, 10, 9, 7, 6, 11, 6, 2, 5, 9, 3, 6, 9, 8, 2, 9, M
4, 7, 5, 5, 4, 9, 6, 6, 5, 6, 8, 6, 8, 5, 2, 7, M
6, 10, 6, 5, 3, 11, 3, 4, 3, 12, 5, 9, 2, 10, 2, 9, S
6, 9, 9, 7, 5, 3, 9, 3, 7, 11, 11, 11, 3, 8, 3, 5, K
4, 9, 6, 7, 3, 6, 8, 6, 7, 7, 10, 9, 3, 9, 1, 8, U
3, 3, 3, 5, 2, 5, 7, 10, 7, 7, 6, 5, 3, 8, 3, 8, D
3, 3, 3, 4, 1, 1, 14, 5, 3, 12, 10, 5, 0, 8, 2, 6, F
2, 4, 3, 5, 3, 8, 9, 6, 2, 5, 8, 10, 3, 9, 5, 10, Q
2, 4, 3, 3, 2, 8, 7, 5, 9, 6, 6, 7, 2, 8, 7, 8, Z
2, 3, 4, 2, 2, 5, 8, 2, 7, 10, 8, 9, 3, 8, 2, 7, K
5, 5, 7, 5, 5, 7, 4, 4, 5, 7, 3, 8, 4, 5, 4, 8, Q
6, 8, 8, 6, 5, 7, 11, 7, 3, 9, 5, 3, 3, 11, 4, 8, P
4, 9, 5, 6, 5, 8, 8, 7, 5, 7, 5, 7, 2, 7, 8, 7, S
3, 7, 4, 5, 2, 5, 2, 7, 8, 1, 2, 2, 1, 6, 1, 5, L
6, 10, 7, 7, 7, 8, 8, 6, 5, 6, 5, 8, 5, 7, 7, 5, A
2, 8, 3, 6, 3, 7, 7, 1, 6, 11, 5, 9, 1, 6, 1, 6, J
5, 8, 8, 6, 6, 5, 8, 3, 6, 10, 8, 8, 4, 8, 4, 6, H
4, 2, 5, 4, 3, 7, 7, 7, 7, 6, 6, 5, 2, 8, 3, 7, D
2, 0, 2, 1, 1, 6, 7, 8, 6, 7, 6, 6, 2, 8, 3, 8, D
1, 1, 1, 2, 1, 7, 7, 1, 7, 7, 6, 8, 0, 8, 2, 8, I
2, 1, 2, 2, 1, 4, 4, 4, 7, 2, 1, 6, 0, 7, 1, 6, L
3, 5, 6, 4, 2, 10, 2, 2, 2, 8, 2, 9, 4, 6, 2, 9, A
2, 4, 4, 3, 2, 9, 7, 3, 5, 10, 4, 6, 2, 7, 3, 9, R
4, 6, 6, 4, 3, 6, 11, 4, 5, 12, 7, 5, 2, 9, 2, 6, F
3, 4, 4, 6, 2, 7, 6, 8, 7, 6, 6, 9, 2, 7, 5, 11, G
4, 6, 6, 4, 5, 6, 6, 3, 4, 10, 8, 9, 7, 5, 2, 7, M
4, 3, 5, 2, 2, 4, 11, 3, 2, 10, 9, 7, 6, 11, 1, 7, W
2, 3, 3, 2, 1, 7, 12, 3, 6, 7, 11, 8, 1, 11, 1, 8, T
5, 9, 5, 7, 5, 6, 8, 8, 4, 6, 5, 7, 3, 8, 6, 13, R
8, 9, 6, 4, 3, 8, 7, 5, 4, 11, 3, 6, 5, 8, 4, 8, P
1, 1, 2, 1, 0, 7, 4, 3, 0, 7, 1, 8, 2, 7, 1, 8, A
7, 9, 6, 4, 3, 11, 7, 4, 5, 8, 3, 5, 5, 9, 4, 8, H
8, 9, 8, 6, 6, 5, 11, 3, 3, 9, 8, 7, 8, 11, 3, 6, W
4, 10, 5, 7, 4, 7, 5, 3, 0, 7, 1, 8, 2, 7, 3, 8, A
5, 8, 5, 6, 4, 7, 6, 6, 7, 10, 7, 11, 2, 10, 4, 9, G
5, 7, 7, 5, 4, 6, 11, 5, 6, 12, 8, 5, 2, 9, 2, 6, F
5, 8, 8, 6, 5, 7, 8, 4, 1, 7, 9, 8, 7, 11, 0, 8, W
4, 8, 6, 6, 7, 6, 9, 3, 3, 8, 7, 6, 3, 8, 11, 1, S
8, 12, 8, 6, 4, 1, 9, 3, 2, 11, 12, 9, 7, 10, 0, 6, W
4, 7, 5, 5, 5, 8, 7, 8, 5, 6, 7, 9, 3, 8, 4, 6, U
3, 7, 4, 5, 2, 3, 8, 7, 2, 7, 5, 11, 3, 8, 3, 11, K
4, 7, 5, 5, 2, 6, 9, 4, 7, 10, 7, 7, 2, 8, 5, 5, S
6, 10, 10, 8, 13, 9, 6, 3, 2, 8, 4, 8, 11, 7, 3, 7, M
6, 12, 6, 6, 4, 6, 10, 3, 4, 12, 6, 4, 3, 11, 5, 6, P
4, 10, 5, 8, 4, 7, 4, 2, 8, 7, 2, 8, 1, 6, 3, 8, L
2, 5, 4, 4, 2, 7, 2, 2, 2, 6, 2, 8, 2, 7, 2, 7, A
4, 10, 6, 7, 2, 5, 4, 3, 2, 5, 1, 7, 3, 7, 3, 7, A
7, 14, 5, 8, 5, 6, 6, 4, 4, 10, 9, 12, 4, 9, 9, 8, C
5, 8, 7, 6, 8, 8, 5, 4, 4, 9, 6, 10, 4, 8, 9, 9, S
5, 12, 5, 6, 4, 10, 5, 4, 6, 11, 4, 8, 3, 8, 8, 11, Q
5, 7, 7, 5, 6, 8, 6, 6, 6, 9, 7, 7, 3, 8, 7, 9, B
1, 9, 0, 6, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
2, 2, 2, 4, 2, 7, 7, 1, 8, 7, 6, 8, 0, 8, 3, 8, I
5, 10, 5, 8, 5, 7, 7, 13, 1, 6, 6, 8, 6, 9, 0, 6, N
4, 9, 6, 7, 5, 10, 7, 3, 6, 10, 3, 7, 3, 6, 4, 10, R
4, 9, 5, 10, 5, 9, 8, 8, 2, 5, 7, 11, 4, 9, 6, 8, Q
3, 5, 4, 8, 1, 11, 2, 11, 3, 13, 7, 14, 1, 6, 0, 8, J
3, 3, 3, 4, 2, 5, 7, 9, 8, 6, 5, 5, 3, 8, 4, 8, D
4, 8, 5, 6, 5, 5, 7, 4, 5, 7, 7, 9, 7, 9, 5, 9, C
2, 8, 3, 6, 2, 6, 12, 0, 6, 8, 10, 8, 0, 8, 0, 8, T
6, 10, 8, 7, 6, 8, 7, 1, 7, 10, 4, 8, 4, 7, 4, 8, K
4, 6, 6, 4, 2, 7, 8, 4, 1, 7, 8, 8, 8, 9, 0, 8, W
2, 3, 3, 1, 1, 5, 11, 1, 7, 11, 9, 5, 0, 9, 2, 5, T
2, 3, 3, 2, 1, 5, 11, 3, 6, 11, 9, 5, 1, 11, 1, 5, T
3, 7, 4, 5, 4, 9, 8, 3, 4, 9, 4, 7, 4, 8, 6, 5, J
4, 9, 5, 7, 3, 4, 4, 5, 10, 2, 0, 6, 0, 6, 2, 5, L
3, 3, 3, 2, 2, 5, 10, 4, 4, 10, 8, 4, 1, 10, 3, 7, P
1, 10, 0, 7, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
3, 7, 4, 5, 1, 7, 5, 13, 5, 7, 13, 8, 3, 9, 0, 8, U
6, 10, 7, 8, 7, 7, 8, 9, 4, 7, 7, 8, 3, 7, 3, 7, O
5, 9, 8, 6, 9, 7, 7, 3, 4, 6, 6, 9, 6, 9, 7, 6, R
2, 7, 3, 5, 1, 12, 2, 9, 4, 14, 5, 13, 1, 6, 0, 8, J
6, 10, 7, 7, 6, 7, 7, 7, 4, 9, 6, 10, 5, 8, 5, 6, O
3, 7, 4, 5, 1, 6, 7, 7, 9, 7, 6, 13, 1, 8, 4, 9, C
3, 7, 3, 4, 2, 4, 12, 8, 2, 10, 6, 4, 1, 10, 4, 8, P
5, 8, 6, 6, 5, 6, 6, 6, 6, 6, 5, 8, 5, 8, 4, 9, L
4, 7, 5, 6, 2, 8, 8, 8, 6, 5, 8, 9, 3, 8, 5, 10, Q
4, 8, 6, 6, 5, 10, 6, 2, 6, 10, 3, 7, 4, 8, 5, 11, B
4, 9, 7, 7, 5, 9, 10, 2, 3, 6, 9, 8, 7, 11, 1, 8, W
2, 9, 2, 6, 2, 7, 7, 0, 8, 7, 6, 8, 0, 8, 3, 8, I
5, 8, 7, 6, 6, 6, 7, 6, 6, 6, 5, 7, 3, 8, 5, 8, R
4, 8, 6, 6, 5, 8, 6, 2, 4, 9, 6, 8, 7, 6, 2, 8, M
11, 13, 8, 7, 5, 7, 8, 5, 7, 10, 5, 8, 6, 6, 8, 11, B
5, 8, 5, 6, 5, 8, 5, 11, 0, 7, 8, 8, 7, 5, 0, 8, M
5, 7, 6, 9, 8, 7, 8, 4, 3, 7, 7, 7, 7, 12, 6, 7, P
3, 7, 4, 5, 3, 7, 7, 11, 1, 7, 9, 8, 8, 5, 0, 8, M
3, 6, 3, 4, 2, 7, 7, 6, 6, 10, 7, 11, 2, 9, 4, 10, G
2, 4, 3, 3, 2, 6, 7, 5, 5, 9, 7, 10, 2, 8, 4, 9, G
1, 0, 1, 1, 0, 8, 7, 4, 6, 5, 6, 7, 0, 8, 7, 8, S
5, 9, 7, 7, 5, 4, 9, 3, 4, 9, 10, 9, 6, 7, 1, 8, N
1, 0, 2, 0, 0, 7, 4, 2, 0, 7, 2, 8, 2, 7, 1, 8, A
4, 8, 5, 6, 4, 8, 7, 5, 8, 5, 6, 7, 0, 8, 8, 8, S
11, 14, 11, 8, 8, 6, 9, 3, 5, 10, 5, 9, 7, 6, 5, 6, H
5, 9, 7, 6, 7, 9, 7, 6, 3, 8, 5, 6, 5, 6, 8, 10, R
6, 12, 4, 6, 2, 11, 3, 4, 6, 11, 2, 7, 3, 8, 3, 12, I
4, 9, 6, 8, 3, 8, 7, 9, 6, 6, 6, 9, 3, 8, 5, 9, Q
9, 15, 9, 8, 4, 8, 4, 5, 6, 13, 6, 10, 3, 8, 3, 8, S
3, 2, 4, 3, 2, 6, 10, 4, 5, 10, 9, 5, 2, 9, 3, 6, F
2, 0, 2, 1, 1, 8, 7, 6, 3, 6, 6, 9, 2, 8, 3, 8, Q
2, 5, 3, 7, 5, 8, 6, 5, 1, 7, 6, 7, 6, 8, 5, 9, P
6, 9, 4, 4, 2, 8, 7, 5, 5, 8, 4, 7, 4, 9, 5, 8, O
2, 0, 2, 1, 1, 8, 7, 4, 6, 5, 6, 8, 0, 8, 7, 8, S
