@relation unknow
@attribute x-box integer [0, 15]
@attribute y-box integer [0, 15]
@attribute width integer [0, 15]
@attribute high integer [0, 15]
@attribute onpix integer [0, 15]
@attribute x-bar integer [0, 15]
@attribute y-bar integer [0, 15]
@attribute x2bar integer [0, 15]
@attribute y2bar integer [0, 15]
@attribute xybar integer [0, 15]
@attribute x2ybr integer [0, 15]
@attribute xy2br integer [0, 15]
@attribute x-ege integer [0, 15]
@attribute xegvy integer [0, 15]
@attribute y-ege integer [0, 15]
@attribute yegvx integer [0, 15]
@attribute letter {T, I, D, N, G, S, B, A, J, M, X, O, R, F, C, H, W, L, P, E, V, Y, Q, U, K, Z}
@inputs x-box, y-box, width, high, onpix, x-bar, y-bar, x2bar, y2bar, xybar, x2ybr, xy2br, x-ege, xegvy, y-ege, yegvx
@outputs letter
@data
3, 9, 4, 6, 3, 4, 11, 8, 2, 10, 6, 4, 1, 10, 3, 8, P
4, 7, 6, 5, 4, 6, 6, 6, 5, 6, 6, 11, 2, 9, 4, 9, G
3, 8, 4, 6, 2, 9, 3, 1, 7, 9, 2, 10, 0, 7, 3, 9, L
6, 9, 8, 6, 6, 7, 7, 8, 5, 7, 6, 5, 4, 8, 4, 7, D
9, 13, 7, 7, 5, 9, 6, 5, 4, 9, 5, 7, 3, 9, 8, 9, G
5, 6, 7, 4, 5, 6, 7, 1, 6, 10, 7, 10, 3, 8, 3, 8, K
4, 7, 6, 5, 4, 12, 7, 3, 5, 10, 0, 4, 5, 9, 1, 7, N
2, 9, 2, 7, 2, 7, 7, 0, 8, 7, 6, 8, 0, 8, 3, 8, I
2, 4, 3, 2, 2, 8, 8, 3, 5, 10, 5, 6, 2, 8, 5, 9, B
2, 3, 2, 2, 1, 5, 10, 1, 6, 10, 9, 6, 1, 11, 2, 5, Y
4, 5, 5, 3, 2, 6, 8, 6, 8, 7, 10, 9, 3, 9, 1, 8, U
2, 3, 4, 2, 1, 5, 11, 2, 5, 13, 7, 5, 1, 9, 1, 7, F
4, 8, 6, 6, 4, 5, 6, 1, 7, 10, 9, 11, 4, 7, 4, 7, K
3, 8, 4, 5, 1, 7, 7, 4, 4, 7, 6, 8, 3, 8, 4, 8, X
4, 10, 6, 8, 3, 6, 10, 2, 2, 7, 12, 8, 1, 11, 0, 8, Y
5, 7, 7, 5, 5, 6, 6, 8, 6, 5, 6, 9, 2, 8, 4, 10, L
2, 5, 4, 4, 2, 7, 9, 2, 4, 10, 6, 7, 5, 8, 1, 7, N
2, 1, 2, 2, 1, 5, 9, 3, 4, 9, 8, 4, 1, 9, 3, 7, P
4, 3, 5, 5, 2, 7, 4, 14, 5, 7, 14, 8, 3, 9, 0, 8, U
5, 12, 5, 7, 4, 10, 8, 3, 5, 11, 4, 5, 3, 7, 7, 9, F
4, 9, 6, 6, 4, 7, 6, 3, 8, 5, 6, 9, 3, 8, 7, 8, X
5, 5, 7, 8, 3, 7, 8, 9, 8, 8, 7, 6, 3, 8, 4, 8, O
7, 12, 6, 7, 3, 12, 2, 3, 1, 10, 4, 11, 4, 4, 4, 9, A
3, 7, 4, 7, 3, 7, 6, 8, 5, 5, 6, 8, 3, 8, 5, 9, Q
2, 7, 3, 4, 1, 7, 14, 0, 6, 7, 11, 8, 0, 8, 0, 8, T
8, 9, 11, 8, 13, 8, 7, 5, 5, 7, 6, 7, 13, 9, 8, 2, M
5, 10, 6, 8, 4, 8, 7, 3, 6, 14, 5, 9, 1, 6, 1, 7, J
3, 4, 4, 3, 2, 8, 7, 3, 9, 6, 6, 8, 2, 8, 6, 8, X
6, 12, 4, 6, 3, 6, 7, 7, 3, 10, 7, 9, 5, 10, 5, 7, O
8, 9, 8, 7, 6, 5, 10, 3, 3, 9, 7, 7, 10, 12, 3, 4, W
3, 7, 4, 5, 4, 6, 6, 7, 6, 6, 7, 9, 3, 9, 3, 8, H
2, 0, 2, 1, 1, 7, 8, 7, 5, 7, 6, 7, 1, 8, 7, 8, B
3, 7, 4, 5, 5, 8, 8, 5, 3, 8, 5, 8, 3, 8, 10, 7, S
3, 2, 5, 4, 2, 8, 2, 2, 2, 7, 1, 8, 2, 6, 2, 7, A
4, 5, 5, 7, 3, 9, 9, 8, 6, 5, 8, 9, 3, 7, 6, 10, Q
4, 11, 5, 9, 5, 7, 7, 13, 1, 7, 6, 8, 3, 8, 0, 8, H
6, 10, 6, 6, 2, 6, 9, 3, 8, 13, 6, 5, 2, 9, 4, 5, T
6, 10, 5, 6, 3, 8, 6, 4, 5, 10, 5, 8, 6, 7, 7, 10, B
2, 3, 4, 2, 2, 8, 7, 2, 9, 12, 6, 8, 1, 8, 5, 8, Z
5, 10, 6, 7, 3, 7, 7, 15, 0, 7, 6, 8, 3, 8, 0, 8, H
8, 13, 6, 10, 5, 11, 5, 2, 5, 12, 4, 8, 2, 9, 6, 13, J
4, 10, 5, 8, 2, 6, 8, 7, 10, 4, 6, 13, 1, 7, 4, 8, C
3, 8, 6, 6, 1, 6, 8, 4, 3, 7, 14, 8, 3, 9, 0, 8, V
3, 7, 4, 5, 5, 9, 6, 5, 4, 7, 7, 8, 6, 9, 7, 7, B
3, 4, 4, 7, 2, 7, 6, 8, 6, 5, 5, 8, 3, 8, 4, 8, Q
5, 9, 6, 4, 4, 6, 4, 2, 2, 8, 4, 10, 7, 3, 1, 9, M
5, 9, 8, 7, 4, 7, 7, 5, 2, 6, 8, 8, 9, 9, 0, 8, W
6, 11, 9, 8, 5, 8, 8, 5, 9, 4, 10, 8, 4, 7, 2, 7, U
2, 3, 3, 2, 2, 8, 7, 6, 4, 9, 6, 8, 2, 8, 2, 8, O
5, 9, 7, 6, 6, 5, 10, 5, 5, 10, 8, 3, 1, 10, 3, 7, P
3, 8, 3, 6, 2, 3, 7, 6, 10, 7, 6, 14, 0, 8, 7, 8, E
4, 8, 6, 6, 3, 8, 6, 3, 10, 12, 4, 10, 1, 8, 6, 9, Z
2, 0, 3, 1, 1, 7, 8, 4, 0, 7, 8, 8, 7, 9, 0, 8, W
4, 7, 6, 9, 7, 9, 10, 7, 4, 7, 7, 6, 5, 11, 6, 3, Y
3, 7, 4, 5, 3, 8, 7, 7, 7, 7, 7, 8, 2, 9, 9, 8, S
2, 3, 3, 2, 2, 7, 7, 6, 6, 6, 6, 4, 2, 8, 3, 7, D
3, 5, 4, 4, 2, 6, 7, 6, 6, 10, 7, 10, 2, 9, 4, 9, G
2, 2, 3, 3, 1, 4, 3, 5, 6, 2, 2, 5, 1, 7, 0, 6, L
8, 10, 11, 8, 9, 8, 7, 2, 6, 10, 5, 8, 3, 8, 3, 8, H
4, 5, 4, 6, 4, 8, 6, 7, 4, 9, 8, 9, 3, 9, 6, 8, Q
4, 10, 6, 8, 5, 12, 3, 2, 2, 9, 2, 8, 2, 6, 2, 8, A
7, 8, 9, 7, 8, 7, 8, 5, 5, 7, 5, 7, 6, 9, 5, 4, N
2, 8, 3, 5, 1, 1, 13, 4, 3, 12, 10, 5, 0, 8, 3, 7, F
2, 3, 3, 1, 1, 5, 12, 3, 5, 11, 9, 5, 1, 10, 1, 5, T
7, 9, 11, 6, 8, 4, 7, 3, 5, 11, 10, 11, 10, 9, 5, 7, M
4, 7, 4, 5, 2, 1, 1, 5, 5, 1, 1, 6, 0, 8, 0, 8, L
3, 7, 4, 5, 2, 7, 12, 3, 4, 7, 11, 8, 2, 10, 1, 8, V
5, 9, 6, 7, 3, 8, 4, 5, 6, 15, 7, 14, 1, 6, 1, 7, J
5, 9, 7, 7, 4, 8, 5, 3, 0, 6, 1, 8, 2, 7, 1, 8, A
2, 4, 3, 3, 2, 7, 7, 7, 4, 7, 5, 8, 2, 8, 3, 8, O
6, 9, 8, 7, 9, 8, 7, 4, 4, 7, 6, 6, 7, 10, 7, 5, N
4, 10, 6, 8, 4, 10, 8, 5, 2, 7, 8, 8, 8, 9, 0, 8, W
4, 6, 4, 4, 1, 7, 5, 13, 5, 7, 15, 8, 3, 9, 0, 8, U
4, 8, 6, 6, 6, 8, 8, 3, 7, 7, 7, 7, 1, 9, 10, 8, Z
2, 4, 4, 3, 3, 10, 6, 3, 4, 9, 4, 6, 6, 5, 2, 8, M
3, 6, 4, 4, 2, 6, 8, 8, 8, 9, 8, 13, 2, 10, 4, 9, C
3, 3, 5, 5, 3, 7, 8, 4, 1, 7, 8, 8, 8, 10, 0, 8, W
6, 11, 9, 8, 5, 7, 11, 3, 2, 6, 11, 9, 3, 10, 3, 9, V
5, 5, 5, 8, 2, 4, 6, 9, 2, 7, 7, 11, 4, 7, 3, 11, K
6, 11, 6, 6, 4, 4, 9, 1, 3, 9, 9, 8, 8, 12, 1, 6, W
4, 8, 4, 6, 3, 7, 7, 6, 7, 11, 6, 10, 2, 10, 4, 9, G
2, 4, 2, 2, 1, 8, 12, 3, 5, 6, 10, 8, 2, 11, 1, 8, T
6, 11, 9, 9, 8, 10, 6, 3, 6, 10, 3, 7, 6, 8, 5, 10, H
3, 7, 5, 5, 5, 7, 7, 4, 2, 8, 8, 8, 5, 10, 4, 8, V
4, 11, 7, 8, 2, 7, 5, 3, 1, 6, 1, 8, 3, 7, 2, 7, A
1, 1, 2, 1, 1, 7, 7, 7, 5, 6, 6, 7, 1, 8, 6, 8, B
10, 14, 9, 8, 5, 6, 6, 5, 5, 6, 8, 9, 7, 7, 4, 10, U
2, 3, 3, 4, 2, 8, 9, 6, 1, 5, 7, 10, 2, 10, 5, 10, Q
6, 7, 6, 5, 5, 6, 11, 4, 2, 8, 7, 6, 9, 12, 4, 5, W
4, 9, 5, 6, 3, 8, 9, 2, 6, 14, 5, 4, 2, 10, 3, 8, F
2, 4, 4, 3, 2, 7, 2, 2, 2, 5, 2, 8, 2, 5, 2, 7, A
5, 6, 8, 8, 6, 9, 11, 4, 2, 8, 7, 6, 3, 10, 8, 6, H
3, 4, 4, 5, 4, 8, 7, 6, 3, 8, 8, 9, 3, 8, 4, 8, Q
1, 0, 2, 0, 0, 7, 6, 10, 4, 7, 13, 8, 2, 10, 0, 8, U
1, 0, 2, 1, 0, 2, 1, 6, 5, 0, 2, 4, 0, 8, 0, 8, L
9, 14, 8, 8, 5, 7, 4, 4, 8, 9, 5, 9, 3, 8, 9, 9, Q
5, 7, 6, 9, 7, 7, 9, 5, 5, 8, 6, 8, 3, 9, 7, 6, F
3, 5, 5, 3, 2, 11, 2, 3, 2, 10, 2, 9, 2, 6, 2, 8, A
2, 0, 2, 1, 1, 7, 8, 4, 0, 7, 8, 8, 6, 10, 0, 8, W
1, 3, 2, 5, 1, 15, 3, 5, 5, 13, 0, 9, 0, 7, 0, 8, J
6, 11, 9, 8, 7, 7, 6, 6, 6, 6, 7, 7, 10, 8, 3, 6, M
5, 9, 4, 4, 2, 7, 10, 2, 5, 13, 5, 4, 1, 9, 5, 8, I
5, 10, 6, 8, 7, 8, 6, 6, 4, 8, 6, 8, 7, 7, 6, 11, R
7, 9, 10, 7, 7, 6, 8, 3, 7, 10, 9, 9, 8, 9, 6, 6, H
4, 6, 6, 4, 5, 8, 7, 6, 3, 6, 8, 8, 6, 8, 3, 7, W
4, 3, 6, 4, 2, 11, 8, 5, 1, 6, 9, 8, 8, 10, 0, 8, W
2, 1, 3, 2, 2, 7, 7, 5, 4, 7, 6, 9, 3, 6, 4, 9, G
4, 7, 5, 5, 4, 8, 10, 3, 6, 10, 8, 5, 2, 12, 3, 5, T
4, 9, 6, 6, 4, 7, 11, 7, 3, 11, 5, 3, 2, 10, 4, 8, P
0, 0, 0, 0, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
3, 5, 4, 6, 4, 7, 8, 5, 2, 7, 8, 11, 2, 9, 5, 8, Q
6, 11, 6, 6, 4, 10, 7, 2, 5, 10, 5, 6, 4, 8, 6, 9, F
1, 0, 2, 0, 0, 7, 4, 2, 0, 7, 2, 8, 2, 6, 1, 8, A
4, 7, 6, 5, 3, 5, 8, 4, 1, 7, 9, 8, 8, 9, 0, 8, W
6, 10, 8, 7, 8, 8, 5, 6, 4, 8, 6, 8, 7, 6, 6, 11, R
3, 7, 4, 5, 3, 6, 6, 5, 4, 6, 6, 9, 2, 8, 3, 8, G
6, 9, 8, 7, 7, 6, 7, 7, 5, 8, 7, 8, 3, 9, 7, 9, P
3, 6, 3, 4, 2, 4, 12, 7, 1, 10, 6, 4, 1, 10, 3, 8, P
2, 2, 3, 3, 2, 7, 9, 5, 4, 7, 6, 6, 4, 9, 1, 6, N
4, 8, 4, 6, 3, 6, 7, 6, 5, 9, 8, 10, 2, 7, 4, 9, G
3, 2, 4, 3, 2, 6, 10, 4, 6, 10, 8, 5, 4, 9, 3, 7, F
2, 0, 2, 1, 1, 6, 10, 7, 2, 7, 5, 8, 2, 7, 4, 10, R
4, 10, 7, 8, 5, 12, 3, 2, 2, 9, 2, 8, 2, 6, 2, 8, A
1, 0, 1, 0, 0, 5, 11, 6, 1, 9, 6, 5, 0, 9, 2, 8, P
5, 9, 6, 7, 3, 5, 8, 7, 8, 7, 8, 14, 2, 9, 4, 9, C
6, 10, 8, 7, 5, 8, 8, 3, 7, 10, 5, 7, 2, 8, 5, 8, S
3, 8, 3, 6, 2, 1, 11, 3, 4, 11, 11, 9, 0, 8, 2, 7, F
2, 6, 4, 4, 5, 7, 9, 5, 2, 7, 6, 7, 5, 6, 6, 6, H
3, 9, 5, 6, 6, 10, 6, 2, 5, 8, 5, 5, 3, 8, 5, 7, I
3, 3, 5, 2, 2, 5, 6, 4, 3, 10, 10, 10, 6, 5, 2, 7, M
5, 4, 6, 6, 2, 6, 7, 7, 11, 8, 6, 13, 1, 9, 4, 8, C
2, 3, 4, 2, 1, 8, 7, 2, 6, 10, 6, 8, 1, 9, 5, 8, S
