@relation unknow
@attribute x-box integer [0, 15]
@attribute y-box integer [0, 15]
@attribute width integer [0, 15]
@attribute high integer [0, 15]
@attribute onpix integer [0, 15]
@attribute x-bar integer [0, 15]
@attribute y-bar integer [0, 15]
@attribute x2bar integer [0, 15]
@attribute y2bar integer [0, 15]
@attribute xybar integer [0, 15]
@attribute x2ybr integer [0, 15]
@attribute xy2br integer [0, 15]
@attribute x-ege integer [0, 15]
@attribute xegvy integer [0, 15]
@attribute y-ege integer [0, 15]
@attribute yegvx integer [0, 15]
@attribute letter {T, I, D, N, G, S, B, A, J, M, X, O, R, F, C, H, W, L, P, E, V, Y, Q, U, K, Z}
@inputs x-box, y-box, width, high, onpix, x-bar, y-bar, x2bar, y2bar, xybar, x2ybr, xy2br, x-ege, xegvy, y-ege, yegvx
@outputs letter
@data
5, 8, 7, 6, 6, 9, 7, 4, 5, 10, 4, 6, 3, 7, 4, 10, R
4, 8, 6, 6, 4, 11, 3, 2, 2, 9, 2, 9, 4, 4, 3, 8, A
3, 4, 4, 3, 2, 6, 7, 5, 4, 9, 7, 9, 2, 8, 4, 9, G
1, 0, 2, 1, 1, 8, 7, 6, 4, 6, 6, 9, 2, 8, 3, 8, Q
3, 8, 4, 6, 3, 5, 10, 5, 5, 10, 8, 4, 1, 10, 4, 7, P
0, 0, 0, 0, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
2, 10, 3, 7, 1, 13, 3, 8, 4, 14, 3, 11, 1, 6, 0, 8, J
5, 8, 6, 6, 2, 8, 4, 5, 6, 15, 7, 13, 1, 6, 1, 6, J
5, 9, 6, 7, 5, 10, 6, 4, 7, 10, 3, 5, 3, 8, 3, 9, D
3, 5, 4, 4, 3, 6, 8, 3, 7, 8, 7, 8, 3, 9, 7, 6, T
5, 10, 5, 5, 2, 7, 7, 3, 4, 13, 7, 9, 2, 9, 3, 8, S
3, 5, 5, 3, 2, 7, 10, 5, 3, 11, 5, 3, 1, 10, 2, 8, P
2, 2, 3, 4, 2, 8, 7, 6, 2, 6, 6, 9, 2, 9, 5, 9, Q
4, 7, 5, 5, 2, 6, 11, 3, 4, 8, 12, 8, 2, 10, 1, 9, V
3, 6, 6, 4, 7, 6, 5, 3, 1, 6, 5, 8, 7, 7, 2, 8, M
6, 10, 8, 7, 6, 6, 7, 1, 6, 10, 7, 10, 3, 8, 4, 8, K
2, 2, 2, 3, 2, 8, 7, 7, 5, 7, 6, 8, 2, 9, 8, 8, S
3, 4, 5, 6, 2, 7, 5, 7, 8, 6, 5, 11, 1, 8, 6, 11, G
1, 3, 3, 2, 1, 5, 10, 2, 5, 13, 7, 5, 1, 9, 1, 8, F
4, 5, 6, 8, 6, 7, 5, 5, 2, 6, 4, 6, 5, 7, 8, 8, H
6, 9, 8, 8, 9, 7, 8, 4, 9, 7, 6, 8, 3, 8, 8, 6, T
2, 1, 3, 2, 1, 6, 10, 8, 2, 7, 5, 8, 2, 7, 5, 10, R
4, 8, 5, 6, 2, 5, 9, 7, 8, 12, 9, 11, 1, 10, 3, 7, C
3, 6, 5, 4, 1, 8, 8, 4, 2, 6, 14, 8, 3, 10, 0, 8, V
4, 7, 5, 5, 3, 8, 7, 12, 1, 6, 9, 8, 8, 6, 0, 8, M
4, 8, 6, 6, 6, 8, 10, 6, 4, 6, 6, 9, 4, 6, 7, 9, E
5, 10, 6, 8, 3, 7, 7, 4, 15, 9, 6, 8, 0, 8, 8, 8, Z
4, 8, 6, 6, 8, 8, 8, 3, 3, 7, 6, 7, 3, 7, 13, 4, S
4, 9, 4, 4, 3, 7, 7, 4, 3, 9, 8, 10, 3, 9, 8, 10, C
1, 0, 2, 0, 0, 7, 7, 4, 4, 7, 6, 8, 2, 8, 4, 8, X
4, 10, 6, 7, 4, 11, 6, 3, 7, 11, 3, 7, 4, 7, 4, 9, D
2, 6, 3, 4, 1, 9, 7, 1, 6, 14, 4, 8, 0, 7, 0, 8, J
5, 8, 7, 6, 6, 9, 9, 5, 4, 7, 5, 7, 3, 8, 9, 5, Z
3, 6, 5, 4, 5, 5, 7, 3, 4, 7, 6, 9, 5, 10, 7, 5, R
4, 8, 5, 6, 3, 3, 5, 2, 9, 3, 1, 9, 0, 7, 1, 5, L
2, 2, 3, 3, 2, 8, 8, 5, 2, 7, 8, 10, 2, 9, 4, 9, Q
5, 10, 6, 7, 6, 8, 7, 6, 7, 7, 6, 5, 2, 8, 7, 10, B
9, 12, 9, 7, 4, 6, 10, 1, 3, 7, 10, 7, 8, 12, 1, 6, W
4, 5, 7, 3, 4, 8, 7, 3, 4, 9, 6, 7, 8, 6, 2, 7, M
5, 11, 6, 9, 3, 7, 7, 4, 15, 9, 6, 8, 0, 8, 8, 8, Z
7, 13, 6, 7, 3, 8, 3, 3, 5, 11, 4, 13, 2, 7, 6, 8, L
4, 9, 5, 7, 4, 6, 7, 6, 8, 5, 8, 11, 1, 7, 4, 9, C
2, 6, 2, 4, 1, 13, 2, 8, 4, 13, 4, 12, 1, 6, 0, 8, J
3, 3, 5, 4, 2, 6, 3, 3, 2, 6, 2, 8, 3, 6, 3, 7, A
6, 11, 8, 8, 6, 7, 7, 7, 6, 8, 7, 8, 3, 7, 4, 6, J
7, 10, 6, 5, 3, 9, 8, 3, 6, 9, 4, 6, 5, 8, 4, 7, K
3, 5, 5, 4, 2, 7, 10, 4, 4, 12, 5, 3, 1, 10, 2, 8, P
5, 7, 5, 5, 5, 4, 9, 2, 3, 9, 8, 8, 6, 11, 2, 6, W
1, 0, 1, 1, 0, 6, 8, 7, 3, 7, 5, 8, 2, 7, 4, 11, R
2, 0, 2, 1, 0, 8, 15, 2, 4, 6, 10, 8, 0, 8, 0, 8, T
4, 11, 5, 8, 2, 5, 7, 7, 10, 7, 7, 13, 1, 8, 4, 9, C
4, 6, 5, 4, 2, 6, 12, 3, 7, 12, 9, 4, 2, 11, 2, 4, T
6, 8, 7, 6, 3, 4, 8, 7, 8, 9, 9, 9, 3, 9, 3, 5, U
1, 0, 1, 0, 0, 3, 12, 4, 2, 11, 9, 6, 0, 8, 2, 7, F
3, 2, 5, 3, 2, 7, 8, 5, 7, 5, 9, 9, 5, 10, 1, 7, U
9, 15, 8, 8, 5, 11, 7, 4, 5, 9, 3, 4, 6, 8, 4, 8, H
8, 14, 9, 8, 4, 4, 9, 3, 4, 13, 11, 10, 6, 8, 0, 8, N
4, 8, 6, 7, 5, 5, 6, 6, 7, 8, 6, 8, 4, 5, 6, 5, D
5, 7, 5, 5, 2, 5, 11, 2, 9, 12, 9, 4, 0, 10, 2, 4, T
3, 8, 5, 6, 3, 4, 8, 7, 7, 9, 10, 11, 3, 9, 0, 8, U
4, 5, 4, 7, 2, 7, 7, 15, 1, 7, 6, 8, 3, 8, 0, 8, H
6, 9, 8, 7, 5, 7, 7, 2, 9, 11, 5, 9, 3, 8, 5, 8, E
7, 10, 7, 8, 6, 8, 7, 7, 4, 9, 5, 6, 5, 9, 5, 10, O
3, 7, 3, 5, 2, 3, 7, 6, 10, 7, 6, 14, 0, 8, 7, 8, E
6, 8, 6, 10, 6, 8, 6, 7, 4, 9, 6, 10, 4, 9, 7, 6, Q
1, 0, 1, 0, 1, 7, 7, 6, 4, 7, 6, 7, 1, 8, 6, 9, B
2, 4, 3, 2, 2, 5, 7, 4, 7, 7, 7, 11, 3, 9, 5, 10, K
5, 7, 6, 5, 3, 8, 6, 6, 7, 11, 6, 12, 2, 10, 4, 8, G
8, 11, 8, 9, 8, 4, 11, 2, 2, 9, 8, 7, 7, 12, 2, 6, W
6, 8, 8, 6, 8, 7, 8, 7, 5, 6, 6, 8, 7, 9, 8, 11, M
4, 5, 5, 8, 7, 9, 7, 5, 0, 6, 6, 10, 7, 10, 4, 9, Q
4, 3, 4, 5, 1, 1, 0, 6, 6, 0, 1, 4, 0, 8, 0, 8, L
5, 10, 5, 5, 3, 6, 9, 4, 3, 9, 7, 5, 5, 12, 2, 8, V
4, 8, 6, 6, 5, 6, 6, 3, 4, 8, 6, 11, 6, 9, 3, 9, C
3, 7, 4, 5, 2, 7, 6, 5, 9, 5, 6, 10, 0, 9, 9, 8, S
3, 6, 4, 4, 4, 8, 6, 6, 3, 7, 5, 7, 4, 6, 6, 7, R
2, 3, 4, 2, 1, 9, 7, 3, 4, 10, 3, 6, 5, 9, 0, 7, N
5, 10, 7, 8, 6, 8, 11, 2, 7, 6, 11, 8, 1, 12, 1, 8, T
6, 6, 6, 4, 4, 2, 11, 2, 2, 10, 10, 8, 5, 11, 1, 7, W
3, 7, 4, 5, 3, 7, 7, 8, 5, 7, 6, 8, 3, 8, 3, 8, O
4, 6, 5, 4, 3, 8, 7, 12, 1, 6, 9, 8, 8, 6, 0, 8, M
3, 5, 4, 7, 2, 5, 7, 7, 10, 7, 5, 14, 1, 8, 4, 9, C
4, 11, 5, 8, 3, 3, 3, 5, 9, 1, 0, 7, 0, 7, 1, 6, L
8, 15, 10, 8, 5, 12, 5, 2, 5, 12, 3, 7, 5, 6, 0, 8, N
2, 1, 3, 2, 2, 8, 8, 6, 5, 7, 6, 8, 3, 8, 3, 8, H
6, 8, 8, 6, 8, 8, 9, 6, 4, 7, 7, 8, 6, 9, 6, 7, M
1, 3, 1, 2, 0, 7, 7, 1, 7, 7, 6, 9, 0, 8, 2, 8, I
6, 8, 7, 6, 3, 3, 9, 6, 8, 12, 12, 9, 3, 9, 1, 7, U
10, 10, 10, 5, 4, 2, 10, 4, 2, 11, 12, 8, 8, 10, 0, 7, W
6, 10, 6, 5, 3, 9, 5, 2, 8, 11, 5, 9, 2, 9, 5, 9, Z
3, 4, 4, 2, 1, 5, 12, 2, 7, 11, 9, 4, 1, 10, 2, 5, T
2, 8, 3, 6, 2, 14, 4, 4, 4, 12, 2, 9, 0, 7, 0, 8, J
5, 9, 7, 7, 6, 8, 3, 8, 4, 6, 6, 7, 3, 8, 3, 8, Q
4, 8, 5, 6, 3, 6, 9, 9, 4, 6, 5, 8, 3, 8, 6, 11, R
6, 9, 9, 7, 9, 6, 8, 1, 5, 10, 8, 7, 8, 9, 4, 6, F
3, 4, 4, 6, 2, 5, 7, 10, 8, 7, 6, 5, 3, 8, 4, 8, D
2, 4, 4, 3, 2, 8, 7, 3, 5, 10, 4, 7, 2, 7, 3, 10, R
5, 8, 8, 6, 4, 10, 7, 3, 5, 10, 2, 4, 5, 9, 1, 7, N
3, 9, 5, 7, 4, 6, 4, 3, 1, 6, 1, 8, 2, 6, 2, 7, A
6, 9, 9, 8, 8, 8, 8, 3, 5, 7, 7, 8, 5, 8, 4, 5, A
4, 7, 6, 5, 4, 9, 7, 3, 7, 10, 4, 7, 2, 8, 5, 11, B
1, 4, 2, 3, 1, 7, 7, 0, 7, 13, 6, 8, 0, 8, 1, 8, I
2, 0, 2, 1, 1, 8, 8, 4, 0, 7, 8, 8, 6, 9, 0, 8, W
2, 3, 3, 1, 2, 5, 10, 4, 2, 9, 8, 7, 5, 11, 1, 6, W
3, 1, 4, 2, 2, 7, 7, 5, 6, 7, 6, 9, 3, 7, 4, 8, G
1, 3, 2, 2, 1, 8, 6, 6, 3, 9, 6, 8, 2, 8, 2, 8, O
7, 11, 9, 8, 5, 6, 12, 3, 6, 14, 6, 2, 0, 10, 3, 9, P
4, 6, 4, 4, 2, 1, 11, 5, 3, 12, 12, 8, 2, 10, 1, 7, V
3, 3, 4, 4, 3, 7, 8, 5, 3, 8, 8, 10, 3, 9, 5, 8, Q
4, 8, 6, 7, 6, 7, 8, 2, 4, 7, 8, 8, 5, 8, 5, 6, A
3, 5, 5, 4, 2, 11, 2, 2, 2, 9, 2, 9, 2, 6, 2, 8, A
7, 11, 10, 8, 7, 11, 6, 3, 8, 11, 3, 7, 3, 8, 5, 12, B
12, 13, 9, 8, 4, 7, 9, 6, 4, 11, 4, 5, 5, 9, 5, 8, P
4, 7, 5, 5, 4, 7, 7, 7, 6, 7, 8, 8, 3, 10, 5, 9, T
5, 11, 6, 8, 4, 8, 7, 3, 6, 10, 7, 9, 2, 10, 5, 8, S
4, 9, 6, 6, 3, 7, 8, 4, 1, 6, 8, 8, 8, 9, 0, 8, W
5, 8, 6, 6, 7, 8, 9, 5, 4, 8, 5, 6, 4, 10, 9, 7, S
7, 12, 5, 7, 4, 7, 7, 4, 3, 9, 9, 11, 4, 10, 9, 11, C
1, 0, 2, 0, 0, 8, 3, 2, 0, 7, 2, 8, 2, 6, 1, 8, A
2, 1, 2, 2, 1, 8, 7, 6, 5, 7, 7, 8, 2, 9, 8, 8, S
4, 9, 5, 7, 3, 7, 8, 2, 8, 7, 6, 8, 0, 7, 4, 8, I
10, 11, 10, 6, 5, 7, 11, 5, 5, 4, 4, 10, 9, 10, 2, 7, M
4, 5, 5, 8, 3, 7, 7, 14, 2, 4, 6, 8, 6, 8, 0, 8, N
6, 8, 7, 6, 4, 5, 6, 3, 7, 7, 6, 12, 0, 9, 4, 8, I
3, 1, 4, 3, 3, 6, 6, 6, 4, 7, 7, 10, 7, 5, 2, 9, M
2, 6, 3, 4, 2, 8, 8, 8, 5, 5, 8, 9, 3, 8, 5, 10, Q
2, 5, 3, 3, 1, 4, 8, 5, 6, 11, 9, 12, 1, 9, 2, 7, C
4, 7, 6, 5, 3, 7, 10, 3, 6, 14, 5, 2, 0, 10, 3, 9, P
4, 8, 6, 6, 4, 6, 6, 6, 6, 7, 5, 11, 3, 10, 4, 9, G
7, 13, 6, 7, 3, 9, 6, 5, 6, 11, 4, 8, 5, 7, 5, 8, G
4, 7, 6, 5, 4, 7, 7, 3, 6, 10, 5, 9, 3, 8, 3, 9, H
3, 8, 4, 6, 2, 10, 6, 1, 6, 13, 3, 7, 0, 7, 0, 8, J
6, 12, 6, 7, 3, 6, 8, 3, 6, 13, 7, 7, 2, 9, 3, 7, S
